1 1:+1.00985e+00 2:+2.70665e-01 
1 1:+5.86540e-01 2:+7.21411e-01 
1 1:-4.47748e-01 2:+8.45633e-01 
1 1:+1.05068e+00 2:-2.45854e-03 
1 1:-6.25282e-01 2:+6.80745e-01 
1 1:-6.09073e-01 2:+1.00633e+00 
1 1:-9.30146e-01 2:+3.09086e-01 
1 1:-3.88313e-02 2:+9.54994e-01 
1 1:+7.55850e-01 2:+6.40568e-01 
1 1:+6.58884e-01 2:+6.86032e-01 
1 1:+7.52095e-01 2:+7.38313e-01 
1 1:+1.21413e-01 2:+1.01215e+00 
1 1:-1.00708e+00 2:+4.38605e-01 
1 1:+1.03230e+00 2:+5.42114e-01 
1 1:+8.49353e-01 2:+5.09513e-01 
1 1:-5.19377e-01 2:+7.47135e-01 
1 1:-9.01619e-01 2:+4.34355e-01 
1 1:-1.28584e-01 2:+8.32141e-01 
1 1:-3.90696e-02 2:+9.85799e-01 
1 1:+7.53405e-01 2:+5.91913e-01 
1 1:+7.07331e-01 2:+4.70117e-01 
1 1:-5.97003e-01 2:+9.29649e-01 
1 1:-4.90361e-03 2:+8.80262e-01 
1 1:+3.04647e-01 2:+9.45881e-01 
1 1:+9.08145e-01 2:-1.37485e-01 
1 1:-3.36540e-01 2:+9.95336e-01 
1 1:+1.63459e-01 2:+9.80694e-01 
1 1:-7.77043e-02 2:+9.36340e-01 
1 1:+8.22566e-02 2:+9.60425e-01 
1 1:+1.12811e-01 2:+1.11687e+00 
1 1:-8.16072e-01 2:+1.40591e-01 
1 1:-7.21133e-01 2:+4.26829e-01 
1 1:-9.53056e-01 2:+5.49284e-01 
1 1:+4.19687e-01 2:+1.04293e+00 
1 1:-1.81395e-01 2:+1.08862e+00 
1 1:-9.96579e-03 2:+1.07107e+00 
1 1:-2.18871e-01 2:+8.96270e-01 
1 1:+2.02223e-01 2:+1.00400e+00 
1 1:+6.77651e-01 2:+4.27861e-01 
1 1:-7.52428e-01 2:+4.15619e-01 
1 1:+7.76757e-01 2:+5.93392e-01 
1 1:+9.83040e-01 2:+2.60311e-01 
1 1:-7.19275e-01 2:+7.42746e-01 
1 1:-4.03332e-01 2:+9.55591e-01 
1 1:+8.17090e-01 2:+4.70335e-01 
1 1:+6.28095e-01 2:+6.49197e-01 
1 1:+5.08931e-01 2:+8.51269e-01 
1 1:+2.92155e-01 2:+9.67930e-01 
1 1:+1.03876e+00 2:+2.64746e-01 
1 1:+6.46731e-01 2:+4.97091e-01 
1 1:+1.05379e+00 2:+7.16592e-02 
1 1:-5.51110e-01 2:+9.04818e-01 
1 1:-5.98814e-01 2:+8.27814e-01 
1 1:-9.61383e-01 2:-3.85778e-02 
1 1:+7.04400e-01 2:+5.64592e-01 
1 1:-2.97145e-01 2:+1.09903e+00 
1 1:+9.04140e-01 2:+4.33755e-01 
1 1:-9.93130e-01 2:+5.66615e-01 
1 1:+7.14318e-01 2:+7.66280e-01 
1 1:+2.60126e-01 2:+9.78572e-01 
1 1:-7.48496e-01 2:+4.15528e-01 
1 1:-1.04842e+00 2:+9.22526e-02 
1 1:-7.61034e-01 2:+3.77940e-01 
1 1:-9.43545e-02 2:+1.06366e+00 
1 1:+7.49383e-01 2:+5.07682e-01 
1 1:+9.37078e-01 2:+6.63077e-01 
1 1:+5.09003e-01 2:+8.01815e-01 
1 1:-9.04329e-01 2:+3.81204e-01 
1 1:+6.69079e-01 2:+8.50315e-01 
1 1:-8.12650e-01 2:+6.89518e-01 
1 1:-3.99573e-01 2:+6.55881e-01 
1 1:+5.83801e-01 2:+7.79399e-01 
1 1:+1.21508e-01 2:+9.92165e-01 
1 1:-5.98004e-01 2:+7.90395e-01 
1 1:-9.22249e-01 2:+4.40190e-01 
1 1:-2.57726e-01 2:+8.70321e-01 
1 1:+4.29490e-01 2:+1.07106e+00 
1 1:-1.20507e-01 2:+8.87952e-01 
1 1:+8.66430e-01 2:+3.97675e-01 
1 1:+1.17217e+00 2:+2.11663e-01 
1 1:-7.43279e-01 2:+5.37147e-01 
1 1:-3.34616e-01 2:+8.39733e-01 
1 1:-2.13749e-01 2:+1.01611e+00 
1 1:+7.68735e-01 2:+6.61562e-01 
1 1:-1.05017e+00 2:+2.54370e-01 
1 1:-7.76962e-01 2:+6.06352e-01 
1 1:-4.68682e-01 2:+8.87022e-01 
1 1:-8.63818e-01 2:+3.71717e-01 
1 1:-1.04289e+00 2:+6.07902e-02 
1 1:+8.73792e-01 2:+6.66791e-01 
1 1:+1.03083e+00 2:+2.65628e-01 
1 1:-9.25402e-01 2:+4.82256e-02 
1 1:+6.54034e-01 2:+7.21254e-01 
1 1:-4.45634e-01 2:+8.91645e-01 
1 1:-1.03654e+00 2:+1.83948e-01 
1 1:+1.42952e-01 2:+1.02086e+00 
1 1:-7.03389e-01 2:+2.18862e-01 
1 1:+9.69514e-01 2:+4.78154e-01 
1 1:-1.14517e+00 2:+2.22714e-02 
1 1:-4.93922e-01 2:+9.98214e-01 
1 1:+5.69961e-01 2:+8.63510e-01 
1 1:+7.43922e-01 2:+7.60722e-01 
1 1:-6.07118e-01 2:+7.01692e-01 
1 1:+3.06226e-01 2:+1.02482e+00 
1 1:+6.65756e-01 2:+6.65354e-01 
1 1:+5.17261e-01 2:+9.22342e-01 
1 1:-3.07367e-01 2:+9.26847e-01 
1 1:+9.99471e-01 2:+1.02683e-01 
1 1:-1.24508e-01 2:+1.00412e+00 
1 1:-4.57577e-01 2:+1.08237e+00 
1 1:+5.87944e-02 2:+9.55806e-01 
1 1:+6.68136e-03 2:+9.61519e-01 
1 1:-9.07052e-01 2:+3.12127e-01 
1 1:-9.60724e-01 2:-3.16328e-02 
1 1:+7.20673e-01 2:+3.09276e-01 
1 1:+6.47620e-01 2:+7.62607e-01 
1 1:-8.75278e-01 2:+2.94817e-01 
1 1:-8.81632e-01 2:+9.41115e-02 
1 1:-8.81058e-01 2:+3.26856e-01 
1 1:+7.93967e-01 2:+5.55003e-01 
1 1:-6.62503e-01 2:+7.14426e-01 
1 1:+1.15655e+00 2:+1.59541e-01 
1 1:-3.42840e-01 2:+9.37857e-01 
1 1:+7.40520e-02 2:+1.04468e+00 
1 1:+8.31693e-01 2:+7.46615e-01 
1 1:+2.26365e-01 2:+9.50542e-01 
1 1:+4.73485e-01 2:+9.37432e-01 
1 1:+7.34503e-01 2:+6.38479e-01 
1 1:+2.50307e-01 2:+9.04755e-01 
1 1:+8.83742e-01 2:+2.34234e-03 
1 1:-5.91758e-01 2:+9.50221e-01 
1 1:-6.56125e-01 2:+8.63743e-01 
1 1:+8.25564e-02 2:+1.09962e+00 
1 1:-2.27436e-03 2:+8.58687e-01 
1 1:+6.29866e-01 2:+7.35859e-01 
1 1:+7.70503e-01 2:+2.07859e-01 
1 1:+8.97938e-01 2:+2.74182e-01 
1 1:+4.88726e-01 2:+6.48334e-01 
1 1:+3.43278e-01 2:+7.64045e-01 
1 1:-1.60855e-01 2:+7.88905e-01 
1 1:-1.04829e+00 2:+9.81358e-02 
1 1:+7.32017e-01 2:+8.35585e-01 
1 1:-5.80858e-01 2:+7.38361e-01 
1 1:-6.99984e-01 2:+8.74405e-01 
1 1:+8.65313e-01 2:+4.66307e-01 
1 1:-9.48153e-01 2:-7.25324e-02 
1 1:+8.83292e-01 2:+6.13157e-01 
1 1:+9.36943e-01 2:+2.33724e-01 
1 1:-5.14247e-01 2:+7.73434e-01 
1 1:-8.75295e-01 2:+2.17897e-01 
1 1:-8.68749e-01 2:+6.05420e-01 
1 1:+6.74726e-01 2:+1.00947e+00 
1 1:-8.92640e-01 2:+2.19377e-01 
1 1:+3.46038e-01 2:+1.01528e+00 
1 1:+7.11034e-01 2:+6.94170e-01 
1 1:+8.08252e-01 2:+5.69402e-01 
1 1:-5.39625e-01 2:+8.03808e-01 
1 1:+7.69538e-01 2:+7.26503e-01 
1 1:+5.88434e-01 2:+7.17780e-01 
1 1:-4.98716e-01 2:+6.62505e-01 
1 1:-1.10806e+00 2:+5.01141e-02 
1 1:-8.83450e-01 2:+3.08883e-01 
1 1:+3.48437e-01 2:+9.80246e-01 
1 1:-7.00457e-01 2:+6.80498e-01 
1 1:+2.33261e-02 2:+9.52928e-01 
1 1:-9.19525e-01 2:+1.72236e-01 
1 1:-2.70437e-01 2:+1.08372e+00 
1 1:+4.30755e-01 2:+8.99797e-01 
1 1:+9.92117e-02 2:+1.01020e+00 
1 1:+3.42105e-01 2:+8.02073e-01 
1 1:-3.41936e-02 2:+9.21775e-01 
1 1:+8.82353e-01 2:+5.99652e-01 
1 1:-1.65090e-01 2:+8.25518e-01 
1 1:+7.64804e-02 2:+9.90341e-01 
1 1:-1.00693e+00 2:+5.86007e-01 
1 1:-1.02006e+00 2:+9.64230e-02 
1 1:-4.60824e-01 2:+9.11496e-01 
1 1:+9.19122e-01 2:+7.86326e-02 
1 1:+3.78552e-01 2:+8.54580e-01 
1 1:-5.37114e-01 2:+6.42640e-01 
1 1:+1.91231e-02 2:+8.56775e-01 
1 1:-5.20609e-01 2:+8.18409e-01 
1 1:-5.51975e-01 2:+7.43474e-01 
1 1:-6.78310e-01 2:+4.90910e-01 
1 1:-9.09474e-01 2:+4.91120e-01 
1 1:+6.20919e-01 2:+5.42268e-01 
1 1:-2.93559e-02 2:+1.14484e+00 
1 1:+1.87095e-02 2:+1.00508e+00 
1 1:-3.57510e-02 2:+8.94729e-01 
1 1:+4.28406e-01 2:+8.81627e-01 
1 1:+1.21949e-01 2:+9.48893e-01 
1 1:+2.52221e-01 2:+8.26527e-01 
1 1:+8.47020e-01 2:+8.11244e-01 
1 1:+8.31488e-01 2:+8.33614e-01 
1 1:-1.53769e-01 2:+1.08552e+00 
1 1:-6.05758e-01 2:+8.62839e-01 
1 1:-5.89910e-01 2:+7.10719e-01 
1 1:-3.23360e-01 2:+1.06875e+00 
1 1:+9.06583e-01 2:+3.20889e-01 
1 1:+5.54586e-01 2:+1.11390e+00 
1 1:-5.90817e-01 2:+7.75782e-01 
1 1:-1.01314e+00 2:+2.50134e-01 
1 1:+2.25495e-01 2:+8.02133e-01 
1 1:+7.84940e-01 2:+5.19036e-01 
1 1:-1.20374e+00 2:+1.61306e-01 
1 1:-7.18383e-01 2:+7.05479e-01 
1 1:-4.83307e-02 2:+1.03822e+00 
1 1:-7.34306e-01 2:+9.06778e-01 
1 1:+6.96264e-01 2:+5.29633e-01 
1 1:+6.52667e-01 2:+8.81382e-01 
1 1:+7.60214e-02 2:+1.03750e+00 
1 1:+8.13430e-01 2:+5.24412e-02 
1 1:+9.29686e-01 2:+6.62815e-01 
1 1:-7.01315e-01 2:+5.18450e-01 
1 1:+5.01304e-01 2:+8.37298e-01 
1 1:-4.85440e-01 2:+8.79303e-01 
1 1:-2.81087e-02 2:+1.04206e+00 
1 1:+7.94077e-01 2:+5.64558e-01 
1 1:-2.10926e-01 2:+1.12255e+00 
1 1:+3.26372e-01 2:+7.39303e-01 
1 1:-8.28624e-01 2:+6.87809e-02 
1 1:-9.43190e-01 2:+5.21678e-01 
1 1:-1.61255e-01 2:+9.19052e-01 
1 1:-9.26721e-01 2:+3.10640e-01 
1 1:-9.07698e-01 2:+2.73205e-01 
1 1:-4.03473e-01 2:+9.03239e-01 
1 1:+7.31522e-01 2:+4.41322e-01 
1 1:-9.22230e-01 2:+2.98615e-01 
1 1:-8.00170e-01 2:+5.01285e-01 
1 1:+9.52612e-01 2:+3.73438e-01 
